,0
delta_Omega_norm,0.721283486331638
delta_B_omega,0.5916148460897558
delta_fz_mean,0.5702430845993133
delta_A_omega,0.5096392956864123
Omega_norm,0.4519232307940934
B_omega,0.4041180493416211
fz_mean,0.3983263888028516
A_omega,0.3826187559540566
